Wavelength,Intensity
694.29139020756156,20897
694.30152336746335,21287
694.311656233312,21301
694.32178880508468,21364
694.331921082758,21364
694.34205306630929,21199
694.35218475571492,20450
694.36231615095232,19510
694.372447251998,18869
694.38257805882915,18297
694.39270857142253,18297
694.402838789755,18297
694.41296871380382,18360
694.42309834354546,18360
694.43322767895711,18360
694.44335672001569,18353
694.453485466698,18157
694.46361391898108,17703
694.47374207684175,17187
694.48386994025691,16677
694.49399750920384,16293
694.50412478365911,16105
694.51425176359976,15805
694.52437844900271,15482
694.534504839845,15204
694.5446309361032,14577
694.55475673775481,14278
694.56488224477664,13804
694.57500745714526,13319
694.585132374838,13006
694.59525699783171,12669
694.60538132610327,12355
694.61550535962988,12104
694.625629098388,12078
694.635752542355,11724
694.64587569150785,11536
694.65599854582342,10913
694.66612110527842,10651
694.67624336985034,10353
694.68636533951565,10082
694.69648701425172,9501
694.70660839403513,9166
694.71672947884315,9033
694.72685026865258,8837
694.7369707634407,8711
694.74709096318418,8588
694.75721086786,8344
694.76733047744528,8037
694.777449791917,7845
694.78756881125207,7516
694.79768753542771,7191
694.80780596442048,7189
694.81792409820775,7092
694.82804193676634,7011
694.83815948007339,6711
694.8482767281057,6469
694.85839368084044,6327
694.8685103382544,6045
694.878626700325,5904
694.88874276702882,5817
694.898858538343,5778
694.90897401424456,5757
694.91908919471064,5599
694.92920407971826,5546
694.939318669244,5539
694.94943296326551,5401
694.9595469617592,5226
694.96966066470259,5018
694.97977407207259,4926
694.989887183846,4830
694.99999999999989,4698
695.0101125205116,4615
695.02022474535784,4532
695.03033667451587,4427
695.04044830796261,4364
695.050559645675,4311
695.06067068763014,4217
695.07078143380511,4061
695.08089188417716,3975
695.091002038723,3934
695.10111189741986,3836
695.11122146024456,3795
695.1213307271745,3778
695.13143969818657,3778
695.14154837325771,3745
695.151656752365,3704
695.161764835486,3655
695.171872622597,3521
695.18198011367542,3383
695.19208730869832,3222
695.20219420764283,3178
695.212300810486,3162
695.22240711720474,3178
695.2325131277762,3252
695.24261884217765,3252
695.252724260386,3237
695.2628293823783,3221
695.27293420813146,3102
695.28303873762286,3011
695.29314297082965,2844
695.30324690772852,2742
695.313350548297,2721
695.32345389251179,2695
695.33355694035026,2721
695.34365969178941,2695
695.35376214680628,2694
695.36386430537812,2677
695.37396616748163,2619
695.38406773309453,2548
695.39416900219351,2475
695.40426997475561,2454
695.41437065075809,2441
